"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","101.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","121.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","45","Motor trades (45)","Base 2015=100","119.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","121.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","4719","Department stores (4719)","Base 2015=100","106.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","4730","Retail sale of automotive fuel (4730)","Base 2015=100","105.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","138.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","160.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","5630","Bars (5630)","Base 2015=100","91.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","V3970","All retail businesses","Base 2015=100","121"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","118.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","121.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1320","All retail businesses, excluding motor trades","Base 2015=100","119.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","122.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","120.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","125.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","110.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","161.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","176.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","126.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","106.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","107.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","102.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201910","2019 October","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","123.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","45","Motor trades (45)","Base 2015=100","123.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","121.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","4719","Department stores (4719)","Base 2015=100","107.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","4730","Retail sale of automotive fuel (4730)","Base 2015=100","104.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","135.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","168.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","5630","Bars (5630)","Base 2015=100","102.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","V3970","All retail businesses","Base 2015=100","119.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","121.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","119.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1320","All retail businesses, excluding motor trades","Base 2015=100","117.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","120.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","120"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","120.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","107.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","143.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","151.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","117.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","107.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","110.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","101.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201911","2019 November","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","119.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","45","Motor trades (45)","Base 2015=100","126.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","120.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","4719","Department stores (4719)","Base 2015=100","108.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","4730","Retail sale of automotive fuel (4730)","Base 2015=100","105.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","141"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","167.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","5630","Bars (5630)","Base 2015=100","99.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","V3970","All retail businesses","Base 2015=100","121.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","124.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","124.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1320","All retail businesses, excluding motor trades","Base 2015=100","122.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","125.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","119.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","130.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","113.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","179.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","191.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","122.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","108.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","112.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","98"
"RSM05C04","Retail Sales Index Volume Adjusted","201912","2019 December","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","125.2"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","45","Motor trades (45)","Base 2015=100","126.4"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","123.5"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","4719","Department stores (4719)","Base 2015=100","106"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","4730","Retail sale of automotive fuel (4730)","Base 2015=100","103.6"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","136.5"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","167"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","5630","Bars (5630)","Base 2015=100","99.7"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","V3970","All retail businesses","Base 2015=100","121.4"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","124.5"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","122.4"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1320","All retail businesses, excluding motor trades","Base 2015=100","120.7"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","123.5"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","122"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","125.5"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","110.5"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","167.8"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","185.8"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","112.9"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","107.4"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","113.2"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","99.2"
"RSM05C04","Retail Sales Index Volume Adjusted","202001","2020 January","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","126.1"
